"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"2399261";25;250750;"CENTRO DE SAUDE LOURIVAL GOUVEIA MOURA";"RUA ALFREDO JOSE ATHAIDE";"MANDACARU";-7,115;-34,863
"2658550";28;280110;"CLINICA EDGARD GOMES DE MENEZES";"RODOVIA ERONILDES F DE CARVALHO";"CENTRO";-10,138;-36,985
"2399342";25;250750;"CENTRO DE SAUDE MARIA LUIZA TARGINO";"RUA MARIA ROSA";"MANAIRA";-7,115;-34,863
"2193167";31;313130;"UNIDADE DE SAUDE DA VILA CELESTE";"AVENIDA FURQUILHA";"VILA CELESTE";-19,468;-42,537
"3935140";26;261020;"UBS CENTRO";"RUA PADRE JOAO TENORIO";"ZONA RURAL";-8,65628;-36,11994
"2400030";25;250750;"CENTRO DE SAUDE FRANCISCO DAS CHAGAS SOARES";"RUA MARIA DIAS DE OLIVEIRA";"13 DE MAIO";-7,115;-34,863
"2400421";29;291800;"USF ISABEL ANDRADE";"FLORESTAL";"FLORESTAL";-13,03212;-39,59946
"2400448";29;291800;"USF DRA ISA CLERIA BORGES";"AV OTAVIO MAGABEIRA";"KM 03";-13,858;-40,084
"2400472";29;291800;"USF DORALIZE VIDAL";"CAIXA DAGUA";"CAIXA DAGUA";-13,858;-40,084
"2400545";29;291800;"USF SENHORINHA FERREIRA DE ARAUJO";"PCA CAPITAO SILVINO DE RAUJO";"CURRAL NOVO";-13,858;-40,084
"2400707";29;291800;"USF DR RUBENS XAVIER";"RUA AMERICANO DA COSTA";"JOAQUIM ROMAO";-13,858;-40,084
"2400715";29;291800;"UBS JULIA MAGALHAES";"RUA DR JOAO BRAGA";"JEQUIEZINHO";-13,858;-40,084
"2400782";29;291800;"USF PADRE HILARIO TERROSI";"RUA WALDIR LEITE";"AGUA BRANCA";-13,858;-40,084
"2400790";29;291800;"UBS ALMERINDA LOMANTO";"PRACA PAPA JOAO XXIII";"JOAQUIM ROMAO";-13,858;-40,084
"2400804";29;291800;"UBS DE JEQUIE";"RUA MANOEL VITORINO";"CAMPO DO AMERICA";-13,858;-40,084
"2400812";29;291800;"UBS SEBASTIAO AZEVEDO";"PCA OTAVIO MANGABEIRA";"MANDACARU";-13,858;-40,084
"2400871";29;290990;"UNIDADE DE SAUDE DA FAMILIA DE RIACHO SECO";"DISTRITO DE RIACHO SECO";"ZONA RURAL";-8,77819;-39,67026
"2400898";29;290990;"UNIDADE DE SAUDE DA FAMILIA DE PATAMUTE";"DISTRITO DE PATAMUTE";"ZONA RURAL";-9,41143;-39,47197
"2400936";29;290990;"UNIDADE DE SAUDE DA FAMILIA DE PEDRA BRANCA";"DISTRITO DE PEDRA BRANCA";"ZONA RURAL";-8,60275;-39,48486
"2401045";29;291080;"USF DA FRATERNIDADE I E II";"RUA SALMO 23";"SERGIO CARNEIRO";-12,30855;-38,95053
"2400979";29;290990;"UNIDADE DE SAUDE DA FAMILIA DE POCO DE FORA";"DISTRITO DE POCO DE FORA";"ZONA RURAL";-9,61288;-39,79459
"2400987";29;290990;"UNIDADE DE SAUDE DA FAMILIA CURACA I";"RUA DO FERRO";"CURACA I";-8,9978;-39,90546
"2401037";29;291000;"USF DR GILSON FONSECA";"PRACA JOSE DANTAS FARIAS";"CENTRO";-14,42116;-39,90233
"2401061";29;291010;"POSTO DE SAUDE SANTA LUZIA";"RUA DOM HELIO PASCOAL";"CENTRO";-13,76296;-41,77238
"2401177";29;291020;"USF ANTONIA BARRETO PITON";"RUA DO CRUZEIRO";"CENTRO";-12,905;-39,193
"2401223";29;291030;"UNIDADE DE SAUDE DA FAMILIA DE MONTE CRUZEIRO";"POVOADO DE MONTE CRUZEIRO";"ZONA RURAL";-12,946;-39,522
"2401312";29;291070;"UNIDADE DE SAUDE DA FAMILIA ROQUE VITORIO DE SOUZA";"POVOADO DE ARIBICE";"POVOADO DE ARIBICE";-10,508;-39,014
"2401355";29;291070;"UNIDADE DE SAUDE DA FAMILIA DE RUILANDIA";"POVOADO DE RUILANDIA";"POVOADO DE RUILANDIA";-10,508;-39,014
"2401533";29;291080;"UBS NOSSA SENHORA DE FATIMA";"RUA JAPAO";"CASEB";-12,24563;-38,94723
"2401673";29;291085;"UNIDADE BASICA DE SAUDE DA FAMILIA JOAQUIM JOSE DOS SANTOS";"AV EUDALDO MOTA";"CENTRO";-10,74052;-40,1308
"2401703";29;291080;"UNIDADE BASICA DE SAUDE MARIA DO NASCIMENTO DE SOUZA";"RUA TUPINAMBA";"MANGABEIRA";-12,70179;-38,32393
"2401541";29;291080;"USF DO NOVO HORIZONTE";"RUA JUSCELINO KUBTSCHEK";"NOVO HORIZONTE";-12,267;-38,967
"2401568";29;291080;"USF DO CAMPO LIMPO II";"RUA AEROPORTO";"CAMPO LIMPO";-12,21704;-38,98385
"2401711";29;291080;"USF DR SABINO SILVA BONFIM DE FEIRA";"RUA ELMIRO BORGES";"BONFIM DE FEIRA";-12,267;-38,967
"2401819";29;291080;"UBS DISPENSARIO SANTANA";"RUA VENUS";"JARDIM ACACIA";-12,26823;-38,96714
"2402068";29;293330;"USF DE BATE PE";"POVOADO DE BATE PE";"ZONA RURAL";-14,86857;-41,12833
"2401746";29;291080;"USF DO GALHARDO";"POVOADO DE GALHARDO";"CENTRO";-12,267;-38,967
"2402157";29;291150;"USF NOVA PALMA";"POVOADO NOVA PALMA";"Z RURAL";-14,29769;-39,56226
"2402181";29;291085;"UNIDADE BASICA DE SAUDE DA FAMILIA DE CABECA DA VACA";"FAZENDA CABECA DA VACA";"FAZENDA";-10,73314;-40,11864
"2402203";29;291085;"UNIDADE BASICA DE SAUDE DA FAMILIA DE AGUADAS";"POV DE AGUADAS";"ZONA RURAL";-10,72251;-40,14198
"2402238";29;291100;"USF POMPILHO BORGES";"RUA DOIS DE JULHO";"SANTA TEREZINHA";-14,83521;-39,72512
"2402246";29;291100;"USF MARCELINA BISPO";"RUA LEONOR";"CENTRO";-14,86117;-39,6575
"2402254";29;291120;"UNIDADE DE SAUDE DA FAMILIA DR MARIO CHAVES TOURINHO";"PRACA ELISEU LEAL";"INDEPENDENCIA";-13,74038;-39,48545
"2402270";29;291120;"USF AGUA PRETA";"AGUA PRETA";"AGUA PRETA";-13,75722;-39,49289
"2402297";29;291120;"UNIDADE DE SAUDE DA FAMILIA JOSE MIGUEL MACHADO";"RUA REINAN BALLEIRO";"CENTRO";-13,74642;-39,48722
"2402289";29;291120;"USF DA BELA VISTA";"RUA BELA VISTA";"BELA VISTA";-13,74493;-39,48148
"2402432";29;291140;"USF JOSE AMEM";"POVOADO DO TORQUATO";"POVOADO TORQUATO";-9,339;-38,257
"2402440";29;291140;"USF AUGUSTO DA SILVA";"POVOADO QUIXABA";"CENTROQUIXABA";-9,339;-38,257
"2402580";29;293330;"USF HENRIQUE FERRAZ GRAZIANI";"RUA DR RIVA DAVILA";"ZONA RURAL";-14,866;-40,839
"2402599";29;293330;"USF DE PRADOSO";"POVOADO DE PRADOSO";"ZONA RURAL";-14,83965;-40,96404
"2402602";29;293330;"PAB SAO VICENTE CAE II";"RUA CELI DE FREITAS";"SAO VICENTE";-14,85609;-40,84734
"2402629";29;293330;"CS DR HUGO DE CASTRO LIMA";"RUA DA BARRAGEM";"GUARANI";-14,83767;-40,83887
"2402637";29;293330;"USF DE INHOBIM";"DISTRITO DE INHOBIM";"ZONA RURAL";-15,27006;-40,95369
"2402718";29;290290;"USF DE BARRA NOVA";"DISTRITO DE BARRA NOVA";"ZONA RURAL";-14,881;-40,579
"2402734";29;290290;"USF DE SANTO ANTONIO";"POVOADO SANTO ANTONIO";"ZONA RURAL";-14,881;-40,579
"2402742";29;290290;"USF DE CAFEZAL";"POVOADO CAFEZAL";"ZONA RURAL";-14,881;-40,579
"2402416";29;291140;"USF JOSE BARBOSA DE OLIVEIRA";"POVOADO CERQUINHA";"POVOADO BREJO DO BUR";-9,339;-38,257
"2402769";29;290290;"USF DE SOSSEGO";"POVOADO SOSSEGO";"ZONA RURAL";-14,881;-40,579
"2402777";29;290290;"USF DO BAIRRO PEDRO SANTINO";"PASSEIO 5";"PEDRO SANTINO";-14,881;-40,579
"2402947";32;320250;"CENTRO MUNICIPAL DE ESPECIALIDADES";"RUA MARTINS PESCADORES";"PROFESSORA ERICINA";-19,832;-40,37
"2403013";32;320250;"UNIDADE S RURAL DE PENDANGA IBIRACU";"PENDANGA";"ZONA RURAL";-19,85431;-40,43643
"2403080";32;320030;"ESF SAGRADA FAMILIA";"SAGRADA FAMILIA";"ZONA RURAL";-20,57997;-40,69833
"2402750";29;290290;"USF DO BAIRRO OURO VERDE";"RUA ISRAEL TAVARES";"OURO VERDE";-14,86511;-40,57439
"2403129";32;320190;"CENTRO MUNICIPAL DE SAUDE DR HUMBERTO SALEME DO VALLE";"EDUARDO SCHNEIDER";"CENTRO";-20,35949;-40,66002
"2403137";32;320030;"ESF SAO JOAO DE CRUBIXA";"SAO JOAO DE CRUBIXA";"ZONA RURAL";-20,64318;-40,87034
"2403226";32;320455;"UNIDADE SANITARIA DE SANTA MARIA DE JETIBA";"RUA HERMAN MIERTISCHINK";"CENTRO";-20,0323;-40,74163
"2403420";32;320190;"UNIDADE DE SAUDE DE MELGACO";"VILA DE MELGACO DE CIMA";"MELGACO";-20,18839;-40,76163
"2403439";32;320190;"UNIDADE DE SAUDE DA FAMILIA DE PARAJU";"RUA CELIO PITANGA PINTO";"PARAJU";-20,3187;-40,80954
"2403544";32;320190;"UNIDADE DE SAUDE DE PONTO ALTO";"ES 368";"PONTO ALTO";-20,29252;-40,81742
"2403250";32;320313;"POSTO DE SAUDE BARRA DO TRIUNFO JOAO NEIVA";"RUA PROJETADA";"BARRA DO TRIUNFO";-19,69687;-40,50129
"2403269";32;320313;"POSTO DE SAUDE SANTO AFONSO JOAO NEIVA";"RUA PROJETADA";"SANTO AFONSO";-19,73249;-40,37402
"2403560";32;320190;"UNIDADE DE SAUDE DA FAMILIA DE PEDRA AZUL";"RUA IMIGRANTE";"DISTRITO DE ARACE";-20,38249;-41,0251
"2403595";32;320190;"UNIDADE DE SAUDE DE TIJUCO PRETO";"RUA PRINCIPAL";"TIJUCO PRETO";-20,25111;-40,90419
"2403625";32;320060;"UNIDADE BASICA DE SAUDE DE MAMBRINI";"RUA ZACARIAS DOS SANTOS";"MAMBRINI";-19,82;-40,273
"2403641";32;320320;"UNIDADE DE SAUDE SHELL CATARINA ROMANHA LORENZUTTI";"AVENIDA CACHOEIRO DE ITAPEMIRIM";"SHELL";-19,391;-40,072
"2403706";32;320320;"UNIDADE DE SAUDE HUMAITA";"RUA PRINCIPAL";"HUMAITA";-19,391;-40,072
"2403714";32;320320;"UNIDADE DE SAUDE DE SANTA CRUZ PEDRO FELIPE SANTIAGO";"RUA ANTENOR ELIAS";"SANTA CRUZ";-19,391;-40,072
"6214886";26;260530;"UNIDADE DE SAUDE DA FAMILIA ETELVINA JUSTINO DA SILVA";"RUA 05";"LEO SARAIVA";-7,512;-39,724
"2403862";32;320455;"ESF DE RECREIO STA MARIA DE JETIBA";"VILA DE RECREIO";"CENTRO";-20,02199;-40,68459
"2403870";32;320455;"ESF GARRAFAO RIO LAMEGO STA MARIA DE JETIBA";"VILA RIO LAMEGO";"CENTRO";-20,15581;-40,90448
"2403897";32;320455;"ESF DE CARAMURU STA MARIA DE JETIBA";"VILA DE CARAMURU";"VILA DE CARAMURU";-20,115;-40,70444
"2403900";32;320455;"ESF DE SAO JOAO DO GARRAFAO STA MARIA DE JETIBA";"DISTRITO SAO JOAO DO GARRAFAO";"CENTRO";-20,15242;-40,94571
"2403919";32;320455;"ESF DE SAO LUIZ STA MARIA DE JETIBA";"RUA ALFREDO KUSTER";"SAO LUIZ";-19,99906;-40,74201
"2403927";32;320455;"ESF DE ALTO RIO POSMOSSER STA MARIA DE JETIBA";"VILA ALTO RIO POSMOSSER";"CENTRO";-20,041;-40,746
"2404060";22;221080;"PS LAGOA DE DENTRO";"LAGOA DE DENTRO";"ZONA RURAL";-7,854;-41,91
"2404117";22;221080;"PS DO MORRO DOS CAVALOS";"MORRO DOS CAVALOS";"ZONA RURAL";-7,887;-42,05641
"2404133";22;220750;"PS CANDIDO B DO NASCIMENTO";"POVOADO MATINHA";"POV MATINHA";-5,978;-43,063
"2404168";22;220345;"PS DO POVOADO MOREIRA PSF";"POVOADO MOREIRA";"CENTRO";-9,002;-41,974
"2404184";22;220515;"CENTRO DE SAUDE GILA ALMEIDA";"AV SEVERO ROCHA";"CENTRO";-7,935;-41,21
"2404192";22;221080;"AMBULATORIO NERI DE MOURA FE";"RUA BENEDITO REIS";"NOVA CIDADE";-7,854;-41,91
"2404249";22;220980;"UBS MIGUEL MENESES DE CARVALHO";"POVOADO EMBIRATANHA";"ZONA RURAL";-5,96313;-42,63787
"2404265";22;220470;"CENTRO DE SAUDE JOAO ANTONIO DE SOUSA";"AV RIBEIRO GONCALVES";"LIBERDADE";-6,66272;-41,70859
"2404273";22;220470;"CENTRO DE SAUDE FORTE";"LAGOA DO FORTE";"FORTE";-6,70241;-41,78575
"2404281";22;220470;"CENTRO DE SAUDE BURITI COMPRIDO";"BURITI COMPRIDO";"ZONA RURAL";-6,66474;-41,62795
"2404311";22;220470;"CENTRO DE SAUDE BAIXAS";"BAIXAS";"BAIXAS";-6,72646;-41,52158
"2404486";22;220980;"UNIDADE BASICA DE SAUDE VITORIA ALENCAR";"AVENIDA PETRONIO PORTELA";"NOVA VIDA";-5,993;-42,703
"2404516";22;220552;"UBS JULIO BORGES";"RUA IRMAOS CORAGEM";"CENTRO";-10,32692;-44,23979
"2404524";22;220710;"UNIDADE BASICA DE SAUDE AVANCADA DR FRANCISCO JOSE LEAL";"AV NOSSA SENHORA DAS DORES";"CENTRO";-5,841;-42,575
"2404540";22;220115;"UBS ISIDORIO PEREIRA ESF";"ALMECEGAS";"ZONA RURAL";-8,00641;-44,59975
"2404575";22;220870;"PS DE ESTREITO";"ESTREITO";"ZONA RURAL";-9,487;-44,586
"2404605";22;220490;"UBS JOANA ISABEL";"POV SAO DOMINGOS";"POV S DOMINGOS";-7,44097;-41,40507
"2404613";22;220490;"UBS JOSE CLEDISON DA CONCEICAO";"RUA SAO FRANCISCO";"CENTRO";-7,44124;-41,40769
"2404869";22;220680;"PS RIACHO DA MATA";"LOCALIDADE RIACHO DA MATA";"ZONA RURAL";-3,979;-42,621
"2404664";22;220320;"UBS ESTELITA GUERRA DE MACEDO";"RUA GUIOMAR CORREIA";"NOVA CURIMATA";-10,03788;-44,30387
"2404672";22;220320;"UBS OLGA RODRIGUES";"LOCALIDADE MATOS";"ZONA RURAL";-9,90209;-44,21156
"2404699";22;220320;"UBS ELENITA RODRIGUES BASTOS";"LOCALIDADE LAGOA DAS COVAS";"ZONA RURAL";-10,23335;-44,26879
"2404591";22;220870;"UBS PLANALTINA";"RUA DO FERREIRO";"PLANALTINA";-9,487;-44,586
"2404702";22;220290;"UBS SANTA MARTA";"LOC SANTA MARTA";"SANTA MARTA";-10,443;-45,162
"2404885";22;220860;"POSTO MUNICIPAL DE SAUDE FUNDEC PSF";"AV GETULIO VARGAS";"CENTRO";-5,667;-42,207
"2404710";22;220290;"UBS MORRO DO PEQUI";"MORRO DO PEQUI";"MORRO DO PEQUI";-10,42867;-45,16394
"2404958";22;220191;"USF DE BOM PRINCIPIO";"RUA JOSE RIBEIRO DE CARVALHO";"CENTRO";-3,19241;-41,64361
"2404729";22;220290;"UBS RIACHO GRANDE";"RIACHO GRANDE";"RIACHO GRANDE";-10,443;-45,162
"2405016";22;220580;"PS DO POVOADO CAPIM GROSSO";"POV CAPIM GROSSO";"ZONA RURAL";-3,4693;-42,368
"2404893";22;220920;"USF DE SANTA FILOMENA";"RUA ANTONINO FREIRE";"SAO JOAO";-9,11211;-45,92103
"2404974";22;221062;"UBS PITOMBAS";"PITOMBAS";"ZONA RURAL";-10,72768;-44,85297
"2404842";22;220200;"PS SALGADINHO";"SALGADINHO";"ZONA RURAL";-3,19896;-41,71646
"2405024";22;220580;"PS MORRINHOS DNOCS";"MORRINHOS";"ZONA RURAL";-3,47119;-42,34843
"2405032";22;220580;"PS DE EXTREMAS";"POVOADO EXTREMAS";"ZONA RURAL";-3,46317;-42,37212
"2405040";22;220700;"USF VARZEA";"RUA DOS CALDEROES";"VARZEA";-7,00959;-42,13724
"2405059";22;220173;"UBS GOV DIRCEU ARCOVERDE";"AV JOSE INOCENCIO";"CENTRO";-8,14469;-40,79751
"2405075";22;220025;"ESF BARRA DO OLHO DAGUA";"BARRA OLHO DAGUA";"ZONA RURAL";-6,98675;-40,91909
"2405083";22;220025;"PS SERRA VELHA PSF";"SERRA VELHA";"ZONA RURAL";-7,09238;-40,96836
"2405091";22;220025;"PS SERRA AZUL PSF";"SERRA AZUL";"ZONA RURAL";-6,80602;-40,92725
"2405164";22;220560;"UBS ISAIAS MARTINS VELOSO";"RUA MARCOS PARENTE";"CENTRO";-7,26451;-43,93081
"2405172";22;220560;"UBS FREI JOSE APICELLA";"RUA DOM EXPEDITO LOPES";"CENTRO";-7,26194;-43,93056
"2405180";22;220310;"PS LAGOA GRANDE PSF";"LAGOA GRANDE";"ZONA RURAL";-8,818;-44,224
"2405202";22;220310;"CENTRO MUNICIPAL DE SAUDE BOM JESUS DA LAPA PSF";"AVENIDA MARCOS PARENTE";"CENTRO";-8,818;-44,224
"2405237";22;220510;"PS LAGOINHA";"LAGOINHA";"ZONA RURAL";-7,603;-43,026
"2405245";22;220510;"CS I DE ITAUEIRA";"TRAVESSA MARCOS GOMES";"CENTRO";-7,60285;-43,02774
"2405326";22;220510;"PS LAGOA DOS CAVALOS";"LAGOA DOS CAVALOS";"ZONA RURAL";-7,603;-43,026
"2405334";22;220120;"CMS DE BARRAS";"RUA SAO JOSE";"MATADOURO";-4,23899;-42,28913
"2405342";22;220120;"PS ANTENOR DE CASTRO REGO";"ZONA RURAL";"ZONA RURAL";-4,24462;-42,29202
"2405350";22;220120;"PS ALFREDO PIRES LAGES";"LOCALIDADE ESPERANCA";"ESPERANCA";-4,10537;-42,65167
"2405369";22;220120;"PS XIQUEXIQUE";"RUA MANOEL DA CUNHA";"XIQUE XIQUE";-4,24823;-42,29492
"2405377";22;220120;"PS EDSON R DE ALMEIDA";"ZONA RURAL";"SOSSEGO ZONA RURAL";-4,24462;-42,29202
"2405385";22;220120;"PS SENHOR DODO";"RUA SAO JOSE";"MATADOURO";-4,25098;-42,29357
"2405393";22;220120;"PS FORMOSO JANUARIO GOMES FERREIRA";"FORMOSO";"ZONA RURAL";-4,247;-42,296
"2405407";22;220120;"P S SAO CRISTOVAO";"RUA MANOEL DOMINGUES";"SAO CRISTOVAO";-4,25755;-42,28785
"2405415";22;220120;"PS SANTINHO JOSE DE RIBAMAR PEREIRA";"AVENIDA DIRCEU ARCOVERDE";"SANTINHO";-4,247;-42,296
"2405423";22;220120;"PS ALCIDES DO REGO LAGES";"BARREIROS";"ZONA RURAL";-4,24462;-42,29202
"2405431";22;220120;"PS FORMOSA FRANCISCO DAS CHAGAS R CORREIA";"ZONA RURAL";"ZONA RURAL";-4,24462;-42,29202
"2405199";22;220310;"PS PALESTINA";"PALESTINA";"ZONA RURAL";-8,818;-44,224
"2405229";22;220310;"PS JAPECANGA";"JAPECANGA";"ZONA RURAL";-8,818;-44,224
"2406039";22;221100;"UNIDADE BASICA DE SAUDE SANTA MARIA DA CODIPI";"RUA RAIMUNDO DOROTEIA";"SANTA MARIA DA CODIP";-4,98331;-42,83296
"2628120";32;320300;"ESF QUILOMBO";"RUA JOSE PEDRO GONCALVES";"QUILOMBO";-20,35415;-41,53219
"2406888";22;221100;"UNIDADE BASICA DE SAUDE ANITA FERRAZ";"RUA JANDAIRA";"TABAJARAS";-5,00991;-42,77499
"2406993";22;221100;"CENTRO MARIA IMACULADA";"RUA 19 DE NOVEMBRO";"REAL COPAGRE";-5,08835;-42,80269
"2407051";22;221100;"UNIDADE BASICA DE SAUDE IVAN SOBRAL V A FILHO NOVO HORIZONTE";"RUA SANTO ESTEVAO";"NOVO HORIZONTE";-5,11403;-42,75135
"2407094";22;220272;"C S PEDRO CARDOSO VERAS";"RUA 24 DE JUNHO";"CENTRO";-3,60181;-41,44377
"2407124";22;220198;"UBS MARIA RIBEIRO DA CRUZ";"AV JOSE GOMES CHAVES";"MATIAS RIBEIRO";-8,20733;-42,83989
"2407450";24;240490;"UNIDADE BASICA MAE DALIA";"RUA CLEOFAS NUNES";"CENTRO";-5,5023;-37,5934
"2407477";24;240050;"UNIDADE DE SAUDE DA FAMILIA ALTO BOA VISTA";"RUA FCO DAS CHAGAS SARMENTO";"ALTO BOA VISTA";-6,413;-38,016
"2407515";24;240050;"UNIDADE DE SAUDE DA FAMILIA SANTO AMARO";"RUA WALFREDO DA ROCHA FORMIGA";"SANTO AMARO";-6,40936;-38,01399
"2407531";24;240050;"UNIDADE DE SAUDE DA FAMILIA CASCALHO";"AV TAB HERMES DE PAIVA";"CASCALHO";-6,413;-38,016
"2407558";24;240050;"UNIDADE DE SAUDE DA FAMILIA SERROTA";"SITIO SERROTA";"ZONA RURAL";-6,413;-38,016
"2407612";24;240690;"UNIDADE BASICA DE SAUDE ISAIAS DOMINGOS DE QUEIROZ";"SITIO TANQUINHOS";"ZONA RURAL";-6,09737;-37,79745
"2407671";24;240840;"UNIDADE BASICA DE SAUDE RALISSON PAIVA";"SITIO CARDOSOS";"ZONA RURAL";-5,96375;-37,70978
"2407728";24;240740;"UBS UNIDADE BASICA DE SAUDE DE MARTINS";"RUA JOAQUIM INACIO";"CENTRO";-6,088;-37,911
"2407779";24;240740;"UBS UNIDADE BASICA DE SAUDE LAGOA NOVA";"SITIO LAGOA NOVA";"ZONA RURAL";-6,088;-37,911
"2407787";24;240930;"CENTRO DE CONVIVENCIA DO IDOSO";"RUA ARISTIDES INACIO";"CENTRO";-6,11;-37,637
"2407817";24;240930;"UNIDADE DE SAUDE DA FAMILIA JOAO INACIO";"RUA PEDRO INACIO DE OLIVEIRA";"ESTACAO";-6,11;-37,637
"2407906";24;241050;"CENTRO DE SAUDE SITIO GANGORRA";"SITIO GANGORRA";"ZONA RURAL";-6,195;-38,226
"2407914";24;241050;"CENTRO DE SAUDE DE RAFAEL FERNANDES";"RUA JOSE MARTINS DE OLIVEIRA";"CENTRO";-6,195;-38,226
"2408120";24;240375;"CENTRO DE SAUDE DRA FATIMA SALVIANO";"RUA VEREADOR SEVERINO SERVULO";"CENTRO";-5,69603;-36,5308
"2408058";24;240470;"UNIDADE BASICA DE SAUDE DE ARAPUA";"SITIO ARAPUA";"ZONA RURAL";-5,45012;-36,85551
"2408066";24;240470;"UNIDADE BASICA DE SAUDE DE NOVA DESCOBERTA";"SITIO TIRA FOGO";"ZONA RURAL";-5,48023;-36,73083
"2408031";24;240470;"UNIDADE BASICA DE SAUDE DO CENTRO";"AVENIDA LUIZ GONZAGA";"CENTRO";-5,50796;-36,85952
"2408147";24;240810;"USF MONTE LIBANO";"RUA MATUZALEM";"QUINTAS";-5,80781;-35,24177
"2408163";24;240810;"USF NOVO HORIZONTE";"RUA DOS PAIATIS";"BOM PASTOR";-5,80096;-35,22798
"2408228";24;240810;"USF DA REDINHA";"RUA DO CAMPO";"PAJUCARA";-5,58455;-35,4844
"2408155";24;240810;"USF NAZARE";"RUA RUBENS MARIZ";"NAZARE";-5,81518;-35,23326
"2408333";24;240810;"USF BELA VISTA";"TV BELA VISTA";"IGAPO";-5,795;-35,209
"3954412";33;330250;"USF DA FIGUEIRA";"AVENIDA ROBERTO SILVEIRA";"PRAIA DO IMPERADOR";-22,70673;-43,16061
"2408392";24;240810;"USF AFRICA";"AV JOAO MEDEIROS FILHO";"REDINHA";-5,795;-35,209
"2408414";24;240810;"USF GRAMORE";"AV GUARATINGUETA";"LAGOA AZUL";-5,73819;-35,26518
"2408430";24;240810;"USF GUARAPES";"RUA DA LAGOA SECA";"GUARAPES";-5,84048;-35,27361
"2408457";24;240810;"USF BOM PASTOR";"RUA AUGUSTO CALHEIROS";"BOM PASTOR";-5,8102;-35,2345
"2408465";24;240810;"USF CIDADE NOVA";"RUA LARANJAL";"CIDADE NOVA";-5,83324;-35,24373
"2408481";24;240810;"USF GUARITA";"RUA PRESIDENTE SARMENTO";"ALECRIM";-5,795;-35,209
"2408627";24;240810;"UNIDADE MISTA DE MAE LUIZA";"RUA JOAO XXIII";"MAE LUIZA";-5,795;-35,209
"2408791";24;240810;"UBS PITIMBU";"RUA SERRA DE PIRACAMBU";"PITIMBU";-5,795;-35,209
"2408759";24;240810;"USF ROCAS";"RUA FRANCISCO BICALHO";"ROCAS";-5,7741;-35,19847
"2408767";24;240810;"USF PASSO DA PATRIA";"TRAVESSA GARDENIA";"ALECRIM";-5,795;-35,209
"2408775";24;240810;"USF BRASILIA TEIMOSA";"RUA MIRAMAR";"PRAIA DO MEIO";-5,77403;-35,19597
"2408783";24;240810;"USF PONTA NEGRA";"RUA JOSE MEDEIROS";"PONTA NEGRA";-5,88428;-35,17235
"2408805";24;240810;"UBS MIRASSOL";"RUA DAS VIOLETAS";"CAPIM MACIO";-5,795;-35,209
"2408848";24;240810;"UBS CANDELARIA";"RUA NOSSA SENHORA DE CANDELARIA";"CANDELARIA";-5,83736;-35,22019
"2408872";24;240810;"UNIDADE MISTA DE CIDADE SATELITE";"RUA DAS CARNAUBAS";"PITIMBU";-5,795;-35,209
"2408929";24;240810;"USF APARECIDA";"RUA GUANABARA";"MAE LUIZA";-5,79385;-35,1861
"2408856";24;240810;"UBS JIQUI";"RUA UNIAO DOS PALMARES";"NEOPOLIS";-5,86472;-35,2084
"2409046";24;240810;"USF BAIRRO NORDESTE";"RUA ALTO DA BELA VISTA";"NORDESTE";-5,79681;-35,24231
"2409054";24;240810;"USF POTENGI";"AVENIDA ITAPETINGA";"POTENGI";-5,75572;-35,24088
"2409089";24;240810;"USF NOVA NATAL";"RUA DO PASTORIL";"LAGOA AZUL";-5,73265;-35,26187
"2409097";24;240810;"USF PANATIS";"RUA DAS PIMENTEIRAS";"POTENGI";-5,75848;-35,26015
"2409100";24;240810;"USF QUINTAS";"TRV LUIZ SAMPAIO";"QUINTAS";-5,79673;-35,23536
"2409216";24;240810;"USF SANTAREM";"AV DAS FRONTEIRAS";"POTENGI";-5,76504;-35,26567
"2409240";24;241490;"UNIDADE BASICA DE SAUDE ANTONIO FERNANDES MARTINS";"RUA AUGUSTO GOMES DE PAIVA";"CENTRO";-5,994;-37,944
"2409291";24;240360;"UBS ESTIVAS";"DISTRITO DE ESTIVAS";"ZONA RURAL";-5,67685;-35,27583
"2409305";24;240360;"UBS VILA DE FATIMA";"DISTRITO DE VILA DE FATIMA";"ZONA RURAL";-5,65917;-35,29191
"2409313";24;240360;"UBS GENIPABU";"RUA VEREADOR RICARDO A DE LIMA";"CENTRO";-5,69429;-35,20576
"2409348";24;240360;"UBS PITANGUI I";"RUA ZEFERINA LOPES";"PITANGUI";-5,63007;-35,22322
"2409488";24;240390;"UNIDADE BASICA DE SAUDE MARIA VELUZIA DANTAS CAMPOS";"RUA DA MATRIZ";"CENTRO";-6,442;-38,71
"3958159";26;260930;"UBS ZONA RURAL";"RUA VICENTE GOMES DA CRUZ";"CENTRO";-8,119;-38,728
"2409356";24;240600;"UBS UNIDADE BASICA DE SAUDE MARIA DO SOCORRO NUNES";"RUA ALTINA MARIA DA CONCEICAO";"ZONA RURAL";-6,317;-38,281
"2409569";24;240090;"CENTRO DE SAUDE DE ANTONIO MARTINS";"AV SENADOR JOAQUIM INACIO";"CENTRO";-6,213;-37,906
"2409623";24;240090;"POSTO DE SAUDE VIRA MUNDO";"SITIO VIRA MUNDO";"ZONA RURAL";-6,213;-37,906
